EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
273402403,UU DAM TEMPLE,% DENNY LUONG,7255 W MERANTO AVE,LAS VEGAS,NV,89178-9220,0000,03,3,7000,201109,1,10,000000000,1,01,201512,2,3,06,0,12,12969,34987,34987,X50,
273404125,PIONEER TERRITORY CASA INC,% KATHIE MCKENNA,1321 S HWY 160 SUITE 9A,PAHRUMP,NV,89048-0000,0000,03,3,1000,201103,1,15,000000000,1,01,201906,3,4,01,0,06,80978,114328,114328,P32,
273404988,PREPROBONO INC,% LIBIN ZHANG,1887 WHITNEY MESA DR 7315N C/O IAS,HENDERSON,NV,89014-2069,0000,03,1,1000,201202,1,15,000000000,1,01,201907,0,0,02,0,07,0,0,0,P20,
273423002,WAY OF HUMANITY INC,,2800 WHISPERING WIND DR,LAS VEGAS,NV,89117-2418,0000,03,3,2000,201201,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,E50,
273423141,SOMERSETT COUNTRY CLUB INC,% ANNA DURST,2019 CHAMPIONSHIP TRL,RENO,NV,89523-3829,0000,07,3,1000,201011,2,00,000000000,1,01,201812,6,6,01,0,12,4584393,3313985,3149102,N50,
273452541,NEVADA REINED COW HORSE ASSOCIATION,% CATHERINE LUCE,8845 BARR AVE,LAS VEGAS,NV,89166-1341,0000,07,3,1000,201302,2,00,000000000,1,01,201912,0,0,02,0,12,0,0,0,N50,NVRCHA
273464564,NEVADA STATE HIGH SCHOOL RODEO ASSOCIATION INC,% KELLY CHRISTENSEN,PO BOX 1128,LOGANDALE,NV,89021-1128,0000,03,3,1000,201802,1,15,000000000,1,01,201812,4,4,01,0,12,105907,346878,334628,B12,
273465202,MERCEDES-BENZ CLUB OF AMERICA,% SARA AGUINAGA,9303 GILCREASE AVE UNIT 1163,LAS VEGAS,NV,89149-6111,7236,07,9,1000,199610,2,00,281000000,1,01,,0,0,01,0,12,,,,,LAS VEGAS SECTION
273469947,TONIS HOUSE INC,% MONIQUE GORDON-ELLIS,1420 N TONOPAH DR,LAS VEGAS,NV,89106-1961,0000,03,3,1000,201609,1,16,000000000,1,01,201812,3,4,01,0,12,81696,113442,113442,L41,TONIS HOUSE
273473437,WE CARE WE SHARE FOUNDATION,% MARIE SARNO,PO BOX 31353,LAS VEGAS,NV,89173-1353,0000,03,3,1200,201102,1,15,000000000,1,01,201912,2,2,02,0,12,15179,18750,18750,O50,
273475015,SIBLEY FAMILY FOUNDATION,% SCOTT SIBLEY,930 S 4TH ST STE 100,LAS VEGAS,NV,89101-6845,0000,03,3,1000,201102,1,04,000000000,1,01,201812,4,5,00,1,12,372170,534768,,H12,
273486522,VILLAGE FOUNDATION,% LINDA E YOUNG,3620 N RANCHO DRIVE,LAS VEGAS,NV,89130-3155,0000,03,3,1000,201105,1,15,000000000,1,01,201812,2,3,01,0,12,19699,76679,76679,B90,
273493596,FREEDOM HOUSE SOBER LIVING INC,% JEFFREY IVERSON,3852 PALOS VERDES ST APT 32,LAS VEGAS,NV,89119-6910,0000,03,3,1000,201108,1,16,000000000,1,01,201806,3,6,01,0,06,64867,2208054,2208054,F22,SAME
273503738,NMC LEGACY FUND,% NANCY C OSTLER,1655 MOUNTAIN CITY HWY,ELKO,NV,89801-2800,0000,03,3,1000,201301,1,15,000000000,1,01,201812,6,6,01,0,12,3282068,3422617,3227158,T70,
273524395,FREEDOM FOURWHEELERS,% KIRTIS JOHNSON,PO BOX 733,PANACA,NV,89042-0733,0000,03,3,1200,201106,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,H30,
273532636,LAS VEGAS BULLDOGS YOUTH BASEBALL INC,% ALEX AMELBUNU,732 S 6TH STREET,LAS VEGAS,NV,89101-6948,0000,03,3,1000,201108,1,15,000000000,1,01,201812,1,2,02,0,12,1920,22808,22808,N63,
273534457,BIOMEDICAL SKILLS LABORATORY MANAGEMENT SYMPOSIUM,% JANET BRICHACEK,874 AMERICAN PACIFIC DR,HENDERSON,NV,89014-8800,0000,03,3,2000,201312,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,B03,
273534620,ITS ALL ABOUT KIDZ INC,% MAXIE MILLER-HOOKS,9163 ROYAL MONARCH CT,LAS VEGAS,NV,89147-6889,0000,03,3,1000,201101,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,P20,
273535574,TRUE BUDDHA LAS VEGAS SOCIETY,% WEI-PAO HUANG,10329 MYSTIC PINE RD,LAS VEGAS,NV,89135-4010,0000,03,3,7000,201012,1,10,000000000,1,01,,0,0,06,0,12,,,,X50,
273545831,A HOME 4 SPOT ANIMAL RESCUE,% DIANA ENGLAND,1200 S 8TH ST,LAS VEGAS,NV,89104-1536,0000,03,3,1000,201102,1,15,000000000,1,01,201912,4,4,01,0,12,451215,488079,488079,D20,
273552881,DELIVERANCE THROUGH FAITH-NEW BEGINNINGS MINISTRIES,% NEW BEGINNINGS MINISTRIES INC,2314 E CHEYENNE AVE,N LAS VEGAS,NV,89030-8426,0000,03,3,7000,201105,1,10,000000000,1,01,,0,0,06,0,10,,,,X21,NEW BEGINNINGS MINISTRIES
273558079,NEVADA BROADCASTERS FOUNDATION,% ROBERT FISHER,3900 PARADISE RD STE 279,LAS VEGAS,NV,89169-0934,0000,03,3,1000,201105,1,15,000000000,1,01,201812,4,4,01,0,12,265311,152975,138204,B82,
273566273,SHEEE FOUNDATION,% SUSAN DALE OCONNELL,204 W SPEAR ST STE 220,CARSON CITY,NV,89703-4160,0000,03,3,2000,201203,1,03,000000000,2,01,201812,1,1,00,1,12,11,7616,,B90,
273567990,WINDYS RANCH & RESCUE,% JANICE RIDONDO,1030 N MOAPA VALLEY BLVD,OVERTON,NV,89040-0000,0000,03,3,4000,201103,1,15,000000000,1,01,201812,1,3,02,0,12,4642,26017,26017,D30,
273578836,UNLV EWALU CLUB,,4750 GYM DR,LAS VEGAS,NV,89119-8600,0000,03,3,1200,201811,1,16,000000000,1,01,,0,0,02,0,05,,,,,
273581522,CARSON VALLEY KIWANIS FOUNDATION,% CARSON VALLEY KIWANIS FOUNDATION,PO BOX 892,GARDNERVILLE,NV,89410-0892,0000,03,3,1200,201410,1,15,000000000,1,01,201809,3,3,02,0,09,85803,49999,38036,S80,
273584310,PURPLE W I N G S,% TOSHIA SHAW,3180 W SAHARA AVE STE C20,LAS VEGAS,NV,89102-6073,0000,03,3,1000,201104,1,15,000000000,1,01,201809,0,0,02,0,09,0,0,0,O22,
273585154,CARSON CITY DEPUTY SHERIFFS ASSOCIATION,% DEPUTY DAN GOMES,PO BOX 3244,CARSON CITY,NV,89702-3244,0000,05,3,1000,201308,2,00,000000000,1,01,201812,0,0,02,0,12,0,0,0,J40,
273585197,WESTSIDE SCHOOL ALUMNI FOUNDATION,% ADA GLOVER,PO BOX 271697,LAS VEGAS,NV,89127-1697,0000,03,3,1000,201406,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,B84,
273613328,ALPHA PHI OMEGA,% UNIVERSITY OF NEVADA LAS VEGAS,4505SMARYLANDPKWYMAILBOX2008,LASVEGAS,NV,89154-0000,1113,03,9,1000,196606,1,16,036000000,0,01,201912,0,0,02,0,12,0,0,0,,ALPHA ZETA UPSILON CHAPTER
273633870,MESQUITE HERITAGE GARDEN,% LYNDI WILSON,1145 DRY FALLS BND,MESQUITE,NV,89034-1103,0000,03,3,2100,201201,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,C42,
273693722,ASCENDING-2-GREATNESS INC,% EDWARD SENATUS,4309 WOODWELL ST UNIT B,LAS VEGAS,NV,89147-7130,0000,03,3,1000,201204,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,N30,
273702109,WESTCARE TENNESSEE INC,% PETER VENTRELLA CFO,1711 WHITNEY MESA DRIVE,HENDERSON,NV,89014-2080,0000,03,3,1000,201111,1,15,000000000,1,01,201906,4,5,01,0,06,110799,860101,860101,F20,TINA STILES
273702165,WESTCARE MINNESOTA INC,% PETER VENTRELLA,PO BOX 94738,LAS VEGAS,NV,89193-4738,0000,03,3,1000,201110,1,15,000000000,1,01,201906,1,1,02,0,06,1316,2500,2500,F22,
273709151,ENTREPRENEURSHIP NEVADA,% LYNNE KELLER,1135 TERMINAL WAY STE 209,RENO,NV,89502-2168,0000,03,3,2100,201109,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,O50,
273719557,GLOBAL INDOOR HEALTH NETWORK INC,,PO BOX 777308,HENDERSON,NV,89077-7308,0000,03,3,8000,201103,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,B90,
273742112,WRITERS OF SOUTHERN NEVADA,% STEVE FEY,11887 PRINCIPI CT,LAS VEGAS,NV,89183-5546,0000,03,3,1200,201106,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A20,
273767156,CHRISTIAN CHURCH KING OF GLORY IGLESIA CRISTIANA REY DE GLORIA,% IGLESIA CRISTIANA REY DE GLORIA,7911 FALL HARVEST DR,LAS VEGAS,NV,89147-3791,0000,03,3,7120,201104,1,10,000000000,1,01,,0,0,06,0,07,,,,X21,CHRISTIAN CHURCH KING OF GLORY
273767766,NATIONAL JUNIOR BASKETBALL,,5010 CONOUGH LN,LAS VEGAS,NV,89149-5252,4164,03,9,1000,199305,1,16,288000000,5,01,201907,3,4,01,0,07,28691,230775,230775,,NORTHWEST CHAPTER
273768196,NATIONAL JUNIOR BASKETBALL DURANGO CHAPTER,,5010 CONOUGH LN,LAS VEGAS,NV,89149-5252,0000,03,3,1000,199305,1,16,000000000,5,01,201907,1,1,02,0,07,202,700,700,,
273769108,PRINCE IGBOAMAZU MINISTRIES,% PRINCE UCHE IGBOAMAZU,2112 INTERBAY ST,LAS VEGAS,NV,89128-6502,0000,03,3,7000,201105,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,DBA ROYAL OUTREACH MINISTRY
273770516,BATTLE BORN CIVIL WAR REENACTORS,% YVONNE SULLIVAN,PO BOX 1863,SPARKS,NV,89432-1863,0000,03,3,2000,201105,1,16,000000000,5,01,201910,0,0,02,0,10,0,0,0,A80,BBCWR
273781430,SOLOMON SCHECHTER DAY SCHOOL OF LAS VEGAS,% BETH MILLER,10100 BANBURRY CROSS DR,LAS VEGAS,NV,89144-6505,0000,03,3,2100,201105,1,11,000000000,1,01,201806,4,6,01,0,06,417018,1279902,1244293,B20,
273836236,LITTLE LEAGUE BASEBALL INC,% NORMAN MAXWELL,PO BOX 51135,SPARKS,NV,89435-1135,3158,03,9,1000,196701,1,15,321059000,1,01,201909,3,4,01,0,09,38890,207539,203079,,4280118 CENTENNIAL LL
273858704,ZIONS SAFE HAVEN FOR CHILDREN COMMUNITY DEVELOPMENT CORPORATION,% J MARIE HILL,6274 MOUNT PALOMAR AVE,LAS VEGAS,NV,89139-7202,0000,03,3,1000,201111,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,P20,
273859510,TEAM NEVADA NORTH,,7129 GRAYMARE CT,SPARKS,NV,89436-8452,0000,03,3,1200,201108,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,N60,
273867635,ROY & MARIAN HOLLEMAN FOUNDATION TR - 82940700,% WELLS FARGO BANK NA TTEE,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,201203,1,04,000000000,2,01,201812,6,5,00,1,12,3577788,751867,,,
273893707,COLLEGE FOOTBALL ASSISTANCE FUND,% KEVIN S KAPLAN,8930 W SUNSET RD STE 240,LAS VEGAS,NV,89148-5010,0000,03,3,1000,201102,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,E80,
273905712,WILLIAM H AND FRANCES M DAKAN FOUNDATION INC,% DUNHAM TRUST COMPANY,241 RIDGE ST STE 100,RENO,NV,89501-2055,0000,03,3,1000,201012,1,04,000000000,1,01,201812,3,3,00,1,12,90574,28738,,T21,
273935393,THE JOSH WILLINGHAM FOUNDATION,% GINGER WILLINGHAM,2505 ANTHEM VILLAGE DR STE E633,HENDERSON,NV,89052-5505,0000,03,3,1000,201103,1,15,000000000,1,01,201812,3,3,01,0,12,57723,55290,30548,,
273949732,2NTENSE FOUNDATION,% SCOTT WAGNER,7947 CAMPERS VILLAGE AVE,LAS VEGAS,NV,89178-4836,0000,03,3,1000,201104,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,T30,
273973644,AMISTAD COVENANT CHURCH LAS VEGAS NV,,5827 YERINGTON AVE,LAS VEGAS,NV,89110-5607,2650,03,9,7000,197507,0,10,001000000,5,01,,0,0,06,0,01,,,,,
273975214,FRIENDS OF OASIS ACADEMY INCORPORATED,,PO BOX 1092,FALLON,NV,89407-1092,0000,03,3,1000,201812,1,16,000000000,1,01,201806,4,4,01,0,06,137665,274249,38808,B11,
273980418,ANIMAL RESCUE GROUP OF NORTHERN NEVADA INC,% FRED THOMPSON,PO BOX 1,FERNLEY,NV,89408-0001,0000,03,3,1000,201101,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,D20,
273984356,NEVADA COMMUNITY PREVENTION COALITION INC,% MICHAEL CORTI,1022 NEVADA HWY 124,BOULDER CITY,NV,89005-1825,0000,03,3,1000,201102,1,15,000000000,1,01,201710,3,4,01,0,10,40435,154994,154994,B90,
273984627,WESTCARE ILLINOIS INC,% TINA STILES,1711 WHITNEY MESA DRIVE,HENDERSON,NV,89014-2080,0000,03,3,1000,201112,1,15,000000000,1,01,201906,6,7,01,0,06,3248613,7761765,7761765,,
274002943,ASSOCIATION FOR MATERNAL-FETAL MEDICINE MANAGEMENT,% SCOTT BORDELOVE,PO BOX 271479,LAS VEGAS,NV,89127-1479,0000,06,3,1000,201106,2,00,000000000,1,01,201612,4,3,01,0,12,139435,95471,95471,S41,
274025433,WACYPAA,% THOMAS DOBSON,2889 ARTIC ST,LAS VEGAS,NV,89121-1170,0000,03,3,1000,201110,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,F22,
274032345,AGAINST ALL ODDS COUNSELING CENTER INC,% LINDA L WISHART,1100 PEPPER LN,FERNLEY,NV,89408-5653,0000,03,3,1000,201204,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,P40,
274054737,INSTITUTE FOR VIETNAM FUTURE,% DOAN L PHUNG,8021 GOLFERS OASIS DR,LAS VEGAS,NV,89149-4616,0000,03,3,1000,201204,1,04,000000000,2,01,201812,4,1,00,1,12,429031,2977,,Q20,
274097240,COMUNIDAD CRISTIANA ROCA ETERNA ASAMBLEAS DE DIOS,,1125 MONTCLAIR ST,LAS VEGAS,NV,89146-1460,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
274111620,ISLAND HABITAT INC,% 848 N RAINBOW BLVD 3483,9030 WEST SAHARA AVENUE 343,LAS VEGAS,NV,89117-5744,0000,03,3,1000,201206,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,P20,
274169467,SIERRA LOW COST SENIOR HOUSING INC,% JANICE MCINTOSH,911 BEVERLY DR,CARSON CITY,NV,89706-3115,0000,02,3,1000,201209,2,00,000000000,1,01,201909,0,0,02,0,09,0,0,0,S47,
274181083,CELEBRATE YOUR TALENT,,10624 CALDERA CANYON CT,LAS VEGAS,NV,89129-8692,0000,03,3,1230,201609,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,A6E,CELEBRATE YOUR TALENT
274185240,SPARKS ROTARY COMMUNITY FUND,% ROBERT G HARTMANN,1055 ROBERTA LN STE 100,SPARKS,NV,89431-2821,0000,03,3,1000,201112,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,T30,
274200364,DESTINY TEMPLE,% DAVID W WEBB,1325 MOUNT AUGUSTA CT,LAS VEGAS,NV,89117-7512,0000,03,3,7000,201110,1,10,000000000,1,01,,0,0,06,0,12,,,,P20,
274201717,LAS VEGAS TAMIL SANGAM,% RICHARD SUSAINATHAN,2504 ANTIQUE BLOSSOM AVE,HENDERSON,NV,89052-5605,0000,03,3,1000,201206,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,X20,
274205278,RAZORS EDGE PUBLISHING INC,% JOSH FRANK,304 S JONES BLVD 4033,LAS VEGAS,NV,89107-2623,0000,03,3,2000,202002,1,04,000000000,1,01,201812,0,0,00,1,12,0,0,0,,
274220864,DIVERSIFIED COMMUNITY SERVICES CDC,,2820 E LAKE MEAD BLVD,N LAS VEGAS,NV,89030-6514,0000,03,3,1000,201110,1,15,000000000,1,01,201612,3,4,01,0,12,61809,486234,486234,B90,
274272105,GEOFAMILY FOUNDATION,% VIRGINIA G GIOVALE,6325 S RAINBOW BLVD STE 300,LAS VEGAS,NV,89118-3278,0000,03,3,1000,201203,1,04,000000000,1,01,201812,6,4,00,1,12,4562119,405481,,T20,
274286338,COMBAT VETERANS MOTORCYCLE ASSOCIATION OF NEVADA,% COMMANDER,5112 SILHOUETTE AVE,LAS VEGAS,NV,89142-1773,0000,03,3,1000,201508,1,15,000000000,1,01,201910,0,0,02,0,10,0,0,0,P12,
274296327,SAMUEL ADDISON MEGEATH JR FOUNDATION,% JERRY MOLINARI,PO BOX 40577,RENO,NV,89504-4577,0000,03,3,1000,201107,1,04,000000000,1,01,201812,4,4,00,1,12,238607,206260,,T20,
274307090,ROSIES WISH COMMUNITY DEVELOPMENT CORPORATION,% LORENZO REED,570 W CHEYENNE AVE STE 20,N LAS VEGAS,NV,89030-3931,0000,03,3,1000,201202,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,J20,
274315010,ROCK AND TRUTH CHRISTIAN FELLOWSHIP,,9101 W SAHARA AVE STE 105-E9,LAS VEGAS,NV,89117-5772,0000,03,3,7000,201106,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
274323244,ELEARNING CAFES INC,% KATHRYN KELLY,889 ALDER AVE STE 105,INCLINE VLG,NV,89451-8206,0000,03,3,1200,201907,1,15,000000000,1,01,201812,3,3,01,0,12,33975,97781,97781,B28,
274333274,ST MARYS IN THE MOUNTAINS CATHOLIC PARISH CORPORATION,,111 E ST,VIRGINIA CITY,NV,89440-0000,0928,03,9,1700,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274335403,EASTERN NEVADA CATHOLIC PARISH CORPORATION,,1035 C ST,ELKO,NV,89801-2918,0928,03,9,1000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
274335498,ST JOHN BOSCO CATHOLIC PARISH CORPORATION,,384 S REESE ST,BATTLE MTN,NV,89820-2062,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274335581,ST PAUL CATHOLIC PARISH CORPORATION,,350 MELARKEY ST,WINNEMUCCA,NV,89445-3146,0928,03,9,7000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
274335676,HOLY FAMILY CATHOLIC PARISH CORPORATION,,103 N WEST ST,YERINGTON,NV,89447-2220,0928,03,9,7000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
274335787,ST JOHN THE BAPTIST CATHOLIC PARISH CORPORATION,,1045 FRANKLIN AVE,LOVELOCK,NV,89419-0000,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274335904,ST PATRICK CATHOLIC PARISH CORPORATION,,850 W FOURTH ST,RENO,NV,89503-0000,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274336349,ST ROBERT BELLARMINE CATHOLIC PARISH CORPORATION,,190 S WEST ST,FERNLEY,NV,89408-9702,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274336427,CORPUS CHRISTI CATHOLIC PARISH CORPORATION,,3597 N SUNRIDGE DR,CARSON CITY,NV,89705-6018,0928,03,9,7000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
274336535,OUR LADY OF TAHOE CATHOLIC PARISH CORPORATION,,PO BOX 115,ZEPHYR COVE,NV,89448-0115,0928,03,9,1700,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274336623,ST GALL CATHOLIC PARISH CORPORATION,,1343 CENTERVILLE LN,GARDNERVILLE,NV,89410-9746,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274337740,HOLY CROSS CATHOLIC CHURCH,,5650 VISTA BLVD,SPARKS,NV,89436-0851,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274337782,IMMACULATE CONCEPTION CATHOLIC PARISH CORPORATION,,2900 N MCCARRAN BLVD,SPARKS,NV,89431-6801,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274337865,OUR LADY OF WISDOM CATHOLIC PARISH CORPORATION,,1101 N VIRGINIA ST,RENO,NV,89503-3043,0928,03,9,1700,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274337971,ST FRANCIS OF ASSISI CATHOLIC PARISH CORPORATION,,PO BOX 4226,INCLINE VLG,NV,89450-4226,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274338054,ST MICHAEL CATHOLIC PARISH CORPORATION,,14075 MOUNT VIDA ST,RENO,NV,89506-1220,0928,03,9,7000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
274338085,ST PETER CANISIUS CATHOLIC PARISH CORPORATION,,225 E 5TH AVE,SUN VALLEY,NV,89433-7736,0928,03,9,7000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
274338126,ST ROSE OF LIMA CATHOLIC PARISH CORPORATION,,100 BISHOP MANOGUE DR,RENO,NV,89511-4809,0928,03,9,1000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274338218,ST THOMAS AQUINAS CATHOLIC CATHEDRAL CORPORATION,,310 W 2ND ST,RENO,NV,89503-5305,0928,03,9,1700,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274338315,OUR MOTHER OF SORROWS CATHOLIC CEMETERY CORPORATION,,PO BOX 8505,RENO,NV,89507-8505,0928,03,9,7000,194603,1,10,031150120,5,01,201406,0,0,06,0,06,,,,,
274338944,YOU GOT THE POWER,,840 S RANCHO DRIVE,LAS VEGAS,NV,89106-3837,0000,03,3,1235,201607,1,15,000000000,5,01,201812,1,2,02,0,12,8576,15600,15600,W70,
274363969,AMT FOUNDATION,,2240 MERIDIAN BLVD STE A,MINDEN,NV,89423-8628,0000,03,3,1000,201103,1,04,000000000,1,01,201811,7,3,00,1,11,5031562,25258,,T20,
274396874,SMITH FAMILY FOUNDATION,,330 S RAMPART BLVD STE 340,LAS VEGAS,NV,89145-5754,0000,03,3,1000,201304,1,04,000000000,2,01,201812,4,4,00,1,12,164983,457346,,T20,
274410502,DIVINE DEED DOERS,% DAVID DEITERMAN,2410 N DECATUR BLVD,LAS VEGAS,NV,89108-2994,0000,03,3,1000,201303,1,04,000000000,1,01,201812,1,3,00,1,12,4174,76533,,T20,
274411383,INTERNATIONAL MOUNTAIN BICYCLING ASSOCOATION,% ERIK MONTVILLE PRESIDENT,11700 W CHARLESTON BLVD STE 170-504,LAS VEGAS,NV,89135-1575,6236,03,9,1000,201610,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,N32,SOUTHERN NEVADA MOUNTAIN BIKE ASSOC
274431922,GIRLS ON THE RUN LAS VEGAS,% ALLISON MASLUK TREASURER,3615 S TOWN CTR DR STE 100,LAS VEGAS,NV,89135-3033,0000,03,3,1200,201111,1,15,000000000,1,01,201906,4,4,01,0,06,193011,179473,179473,O50,
274458116,R Y D E,% CRAIG GRANT,2191 DESERT ROSE DR,PAHRUMP,NV,89060-3401,0000,03,3,1000,201409,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,O50,
274462058,MARIE AND RICH LITTLE FOUNDATION,% JERI FISCHER,9030 W SAHARA AVE NO 445,LAS VEGAS,NV,89117-5744,0000,03,3,1000,201201,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,T12,
274488823,NATIONAL HISTORIC CALIFORNIA TRAIL INTERPRETIVE CENTER FOUNDATION,% HELEN M HANKINS,PO BOX 1778,ELKO,NV,89803-1778,0000,03,3,2100,201409,1,16,000000000,1,01,201809,4,4,01,0,09,104900,112512,112512,A80,
274518949,REFLECTION SOUTHERN BAPTIST CHURCH,,PO BOX 363188,N LAS VEGAS,NV,89036-7188,0000,03,3,7100,201104,1,10,000000000,1,01,201612,0,0,06,0,12,0,0,0,X21,
274571214,RACKSTACK CORP,% LINUS VIDAL,118 WEST ST APT 120,RENO,NV,89501-1323,0000,03,3,1000,201106,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,B99,
274577812,LAS VEGAS RECOVERY CENTER ALUMNI ASSOCIATION,% BRADLEY GREENSTEIN,3321 N BUFFALO DR STE 200,LAS VEGAS,NV,89129-6680,0000,03,3,1000,201409,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,F22,
274580499,CATHOLIC DIOCESE OF LAS VEGAS CAPITAL MANAGEMENT CORPORATION,% JUDITH SIMON KOHL,336 CATHEDRAL WAY,LAS VEGAS,NV,89109-0716,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,13,0,07,,,,,
274580643,CATHOLIC DIOCESE OF LAS VEGAS CAPITAL FUNDING CORPORATION,% JUDITH SIMON KOHL,336 CATHEDRAL WAY,LAS VEGAS,NV,89109-0716,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,13,0,07,,,,,
274584688,BETHEL BAPTIST OF LOVELOCK INC,% SCOTT DAVIS,PO BOX 779885 GRINNEL AVE SUITE A,LOVELOCK,NV,89419-0000,0000,03,3,7000,201105,1,10,000000000,1,01,201912,0,0,06,0,12,0,0,0,X20,
274617893,GOLDEN AARK INC,% AFHOR BLAKE,PO BOX 363680,N LAS VEGAS,NV,89036-7680,0000,03,3,1000,201601,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,O50,
274620199,CULTURAL ARTS TRAINING FOUNDATION,% CULTURAL ARTS TRAINING FOUNDATION,173 RUBY RIDGE AVE,HENDERSON,NV,89002-9288,0000,03,3,1000,201104,1,15,000000000,1,01,201812,1,0,02,0,12,1,0,0,B99,
274624867,GREATER WORKS UNLIMITED,% CAROL BOEHME,5295 S DURANGO DR NO 1,LAS VEGAS,NV,89113-1869,1620,03,9,7000,196402,1,10,001029000,5,01,,0,0,06,0,12,,,,,
274646858,LAS VEGAS GAY SOFTBALL LEAGUE,,PO BOX 572121,LAS VEGAS,NV,89157-2121,0000,03,3,1200,201108,1,15,000000000,1,01,201812,2,3,02,0,12,20096,48929,47340,N63,
274654029,MERRYHILL SNOW TRAIL PTO A NON-PROFIT CORPORATION,% DIANNE SWANSON,2160 SNOW TRL,LAS VEGAS,NV,89134-6709,0000,03,3,1000,201305,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,B11,MERRYHILL SNOW TRAIL PTO
274670427,FAITH LIFE FAMILY CHURCH INC,,PO BOX 97855,LAS VEGAS,NV,89193-7855,0000,03,3,7000,201204,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
274673362,VINCENT L TRIGGS ELEMENTARY SCHOOL PTSO,,4470 W ROME BLVD,N LAS VEGAS,NV,89084-2374,0000,03,3,1000,201407,1,16,000000000,5,01,201906,0,0,02,0,06,0,0,0,B11,
274678334,ART S A CAUSE,% DANA BALABAN,3204 BEL AIR DR,LAS VEGAS,NV,89109-1517,0000,03,3,1000,201201,1,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,,
